customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
customer_0037,Male,0,No,Yes,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),76.51706658964522,1160.756428071577,No
customer_0038,Male,1,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),48.62074989378026,1854.9657781868498,No
customer_0039,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.044479443413607,1385.63708538599,No
customer_0040,Male,0,No,Yes,71,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),69.37771300791606,4939.719015203541,No
customer_0041,Male,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.06045801660707,1587.8796280077627,Yes
customer_0042,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),83.09820880757518,1247.2088653068556,Yes
customer_0043,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.68570475441236,4114.842520969029,Yes
customer_0044,Female,0,Yes,No,64,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,74.60176573695294,4839.570394272925,No
customer_0045,Female,0,No,Yes,12,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,72.9194848389213,806.3146906970854,No
customer_0046,Female,1,No,Yes,63,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,55.39419061045859,3393.2810899527867,No
customer_0047,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,99.44530111777868,5820.865193853018,Yes
customer_0048,Female,0,No,No,31,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,61.78656350937203,1811.7948494339214,No
customer_0049,Female,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.09772283835626,537.3366003659006,No
customer_0050,Male,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,19.149051397837816,861.4290978238153,Yes
customer_0051,Female,0,Yes,Yes,65,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),47.116775463112866,3077.4532869354525,No
customer_0052,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,28.64639835116892,227.75686543215198,No
customer_0053,Female,1,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.61767303428195,3800.1492108297075,Yes
customer_0054,Male,0,No,Yes,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),56.58603072408269,1291.0067698581133,No
customer_0055,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,43.47983037021815,65.0003786481688,Yes
customer_0056,Female,0,Yes,Yes,44,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,31.24002936169274,1316.917589075122,No
customer_0057,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),99.21937977146824,128.18876701325115,No
customer_0058,Male,0,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),117.22413032435223,4929.480910292045,No
customer_0059,Male,0,Yes,No,37,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),104.8299104040979,3873.613846853898,Yes
customer_0060,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),97.3214871384382,32.49953612270215,Yes
customer_0061,Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),71.63572523194253,3221.035320175002,No
customer_0062,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),102.22330715841704,2247.7786658883365,No
customer_0063,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),71.92995652297779,2116.8425256809437,Yes
customer_0064,Male,0,Yes,No,31,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,50.61326632233175,1624.3183751117922,No
customer_0065,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.97993396733102,563.1031536664889,No
customer_0066,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,39.9489967996827,2297.1928700952376,No
customer_0067,Male,1,Yes,No,2,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),64.09273656777079,60.56491900978695,Yes
customer_0068,Female,1,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,82.40505542636305,5759.405827348422,No
customer_0069,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),33.529820830500185,1651.8250017225366,No
customer_0070,Female,0,No,Yes,54,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,19.47238762725565,937.4425372246236,Yes
customer_0071,Female,0,No,No,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),20.540404777828748,700.139371316833,Yes
customer_0072,Male,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.230202512654365,916.3712845190905,Yes
customer_0073,Female,1,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,90.68057459207833,1496.7906893260858,No
customer_0074,Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.631420553889722,373.13296782842326,No
customer_0075,Female,1,Yes,No,0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,65.21727436160958,76.8446310435571,No
customer_0076,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),48.1378350821699,3528.914540998913,No
customer_0077,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),110.1013652154372,7028.435897954401,No
customer_0078,Male,0,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,114.60244857291656,7506.799099714577,No
customer_0079,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.32270524237153,2095.753346318843,No
customer_0080,Male,1,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,116.46679013858325,2683.8499604372523,No
customer_0081,Female,0,No,Yes,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,115.8409802023245,7010.323800563457,Yes
customer_0082,Male,1,Yes,Yes,20,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),76.14655649240262,1395.5210885068484,No
customer_0083,Female,0,Yes,Yes,36,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.98611873080224,2036.7721648091203,No
customer_0084,Male,0,No,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.861694208289045,948.5470806989885,Yes
customer_0085,Male,1,Yes,No,37,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,73.8854491502704,2861.2137200783422,Yes
customer_0086,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),102.15479996307488,5267.596287301952,No
customer_0087,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),58.034824266692006,736.5842597930236,No
customer_0088,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,69.03350140724616,2843.337915890586,Yes
customer_0089,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,58.28323997180028,65.23554814908664,No
customer_0090,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),88.96339443223536,3234.2419918724872,Yes
customer_0091,Female,0,Yes,No,22,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.61025680463362,1602.977680793697,No
customer_0092,Female,1,No,Yes,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.90573793280419,982.9322604882148,No
customer_0093,Female,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.13103423672946,454.0035138729356,Yes
customer_0094,Female,0,No,Yes,69,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,77.85503394903736,5265.969319268343,Yes
customer_0095,Female,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,67.96769192106419,3457.330076671606,No
customer_0096,Female,0,No,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.8171676834203,3297.576328303621,No
customer_0097,Female,0,No,No,27,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),81.79598079351783,2272.9394599459465,No
customer_0098,Female,1,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,47.7818829295569,873.1114147352955,No
customer_0099,Male,0,No,No,68,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,81.55316430086899,5529.107714234206,Yes
customer_0100,Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),95.03250350593574,6020.466939122716,Yes
customer_0101,Female,0,No,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,83.68399944471747,335.2401113566367,Yes
customer_0102,Female,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.46917467551691,609.6228136161154,No
customer_0103,Female,0,Yes,No,11,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.67781899940543,916.8616103964121,No
customer_0104,Female,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,65.80448440848699,4383.894635655606,No
customer_0105,Female,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),52.349241965383314,399.46797888037327,No
customer_0106,Female,0,Yes,No,43,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,80.72692545925031,3299.51305654672,No
customer_0107,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,20.162106103100253,395.30637178072215,Yes
customer_0108,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,27.58263924222288,16.738367351005103,No
customer_0109,Male,0,Yes,No,36,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,36.657261614229625,1226.292181081758,Yes
customer_0110,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,116.64211731595434,7787.636957266443,No
customer_0111,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.04940047745934,981.0622214019638,No
customer_0112,Female,0,No,Yes,43,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.51348372478489,2902.1100143196686,Yes
customer_0113,Female,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,75.51498497447338,5178.504534358986,Yes
customer_0114,Male,0,No,No,50,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),19.548122235387236,869.147422585648,Yes
customer_0115,Female,1,No,No,30,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,25.953889303489657,850.8030674529668,Yes
customer_0116,Male,1,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),33.92282042727797,1234.7215573759179,Yes
customer_0117,Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,40.145969719236824,2262.9211575952068,No
customer_0118,Female,1,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.557046625899446,254.17719791306175,Yes
customer_0119,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,83.62392821768638,2817.6136027456632,Yes
customer_0120,Female,0,Yes,No,42,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,30.269605765922865,1205.9423691984912,Yes
customer_0121,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),108.20034144653314,2078.7596552578684,Yes
customer_0122,Female,0,Yes,Yes,31,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.81964227134213,2104.964725717453,Yes
customer_0123,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),37.039938767893375,0.0,No
customer_0124,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,41.504209434923396,0.0,Yes
customer_0125,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,83.25016788525656,3273.9186354906797,Yes
customer_0126,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),29.59570268126125,1558.3867259608533,Yes
customer_0127,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.75075870374353,697.4218981171941,No
customer_0128,Female,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,98.59958698357718,325.80978935482324,Yes
customer_0129,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.70195397876522,696.611063314149,Yes
customer_0130,Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),103.66916119250763,2345.038416560505,No
customer_0131,Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,113.76929552242945,7318.635970040681,Yes
customer_0132,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),63.90407964587609,647.8414357821779,No
customer_0133,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,48.745861394434954,2521.2234000772755,No
customer_0134,Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,55.45952828773799,2942.940975914099,No
customer_0135,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,108.01936640809912,5719.2115685099625,Yes
customer_0136,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.59585680218979,2479.5651097468954,Yes
customer_0137,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,56.56815359750558,1010.6720977333403,No
customer_0138,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,115.18682832806759,7854.680806667673,No
customer_0139,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),69.04266596619743,4709.992082995942,No
customer_0140,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.9331788221366,1408.2008422428569,Yes
customer_0141,Male,0,No,Yes,58,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),38.608671415807876,2266.361467118034,Yes
customer_0142,Female,0,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,57.16821964610557,2881.8611600523586,No
customer_0143,Female,1,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,53.83977680668193,3041.219261093301,No
customer_0144,Female,1,Yes,No,22,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,99.96618573921869,1973.086808810267,No
customer_0145,Male,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),97.3860253925441,216.00113016099036,Yes
customer_0146,Male,0,Yes,No,55,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),30.939824636010623,1715.353240618448,Yes
customer_0147,Male,0,No,No,57,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,23.96687700825943,1269.151350207015,No
customer_0148,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,89.5897619969861,5411.375327515481,No
customer_0149,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,61.024137787423996,1101.6701786589242,Yes
customer_0150,Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),35.504215671873766,1916.2016514644438,Yes
customer_0151,Male,0,Yes,Yes,36,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),26.933015241761318,1091.4901595016927,No
customer_0152,Male,1,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.76907154248966,2072.664101424565,Yes
customer_0153,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,114.55685451885681,7341.593496480086,No
customer_0154,Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),26.998457034822742,410.1185827777249,No
customer_0155,Female,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,73.60111811602488,313.58798270204034,Yes
customer_0156,Male,0,Yes,No,61,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),20.88176977780741,1223.515984864198,No
customer_0157,Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,109.04016876035405,104.58870148019892,Yes
customer_0158,Male,0,No,No,62,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),69.70329454409453,4331.332814967766,No
